,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Kommunale avg.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Eierskifte-forsikring,Formuesverdi,Søn.,,Tir.,Felleskost/mnd.,Etasje,Man.,Fellesgjeld,Ons.,Mobil,Fellesformue,Tomt,Tor.,Telefon,Fax,Renovert år,Festeavgift,Felleskost/mnd. etter avdragsfri periode,Pris med fellesgjeld,Verditakst,Sikringsordning,Grunnflate,Lør.,Låneverdi,Fre.,Solgtpris,Lånetakst,Utleiedel,price,area,price_per_m2,predicted_price,priceyness
42,176504384,Særdeles pen 2-roms toppleilighet fra 2018 med balkong. Oppgradert standard. Lave felleskostnader. Sentralt.,"Sigurd Hoels vei 114, 0655 Oslo",3790000.0,59.9185,10.788,https://www.finn.no/realestate/homes/ad.html?finnkode=176504384,95920.0,3885920.0,,Leilighet,Eier (Selveier),1,44.0,44.0,2018,C - mørkegrønn,2,4525.0,50.0,,824933.0,26. april,17:00 - 18:00,,1958.0,5,27. april,,,,,,,,,,,,,,,,,,,,,,3885920.0,44.0,88316.36363636363,3555904.018750824,0.08875043808679983
43,176543293,Lekker & lys loftsleil. m/solrik terrasse mot sydvest | 57 kvm gulvareal over 2 plan | Nytt gulv -20 og malte vegger -19,"Behrens' gate 6, 0257 Oslo",3950000.0,59.916847,10.715693,https://www.finn.no/realestate/homes/ad.html?finnkode=176543293,111740.0,4118740.0,,Leilighet,Eier (Selveier),1,43.0,43.0,1899,G - rød,,731.0,48.0,,1037873.0,,1630 - 1730,28. april,2218.0,5,,57000.0,29. april,,,,,,,,,,,,,,,,,,,,4118740.0,43.0,95784.6511627907,3490713.36059563,0.16544117470060904
44,176543522,Gjennomgående 3-romsleilighet med stor innglasset balkong - Heis - Parkeringsplass - Kort vei til offentlig transport,"Tvetenveien 253, 0675 Oslo",3350000.0,59.924953,10.86165,https://www.finn.no/realestate/homes/ad.html?finnkode=176543522,15385.0,3464385.0,,Leilighet,Andel,2,70.0,81.0,1973,E - rød,,38419.0,89.0,Ja,842221.0,26. april,1800 - 1900,,4622.0,1,27. april,99000.0,,,13890.0,,,,,,,,,,,,,,,,,,3464385.0,81.0,42770.18518518518,5967958.37049301,-0.543869759712237
45,176542637,"Halvpart tomannsbolig i særdeles attraktivt område - Kjeller m/egen inngang - To bad, wc og vaskerom","Sinsenveien 46, 0585 Oslo",12000000.0,59.93356,10.789377,https://www.finn.no/realestate/homes/ad.html?finnkode=176542637,315642.0,12315642.0,,Tomannsbolig,Eier (Selveier),3,160.0,172.0,1929,G - oransje,,849.0,198.0,,,26. april,1700 - 1800,,,,27. april,,,,,,,,,,,,,,,,,,,,,,12315642.0,172.0,71602.56976744186,11900308.26261568,0.03430585755713622
46,175186093,Flott vertikaldelt tomannsbolig - Garasje m/el-billader - Solrik terrasse 60 m2 - Flott hage - Egen inngang til kjeller,"VEKTERVEIEN 21 B, 0681 Oslo",8250000.0,59.89041,10.813116,https://www.finn.no/realestate/homes/ad.html?finnkode=175186093,221920.0,8471920.0,13314.0,Tomannsbolig,Eier (Selveier),3,126.0,131.0,1951,G - oransje,4,446.0,153.0,Ja,1738546.0,,1700 - 1800,,,,27. april,,,,,,,,,,,,,,,,,,,,,,8471920.0,131.0,64671.14503816794,9227491.278252719,-0.08543004534696941
47,176394953,Sørenga- Rålekker frontleilighet 4- roms med fantastisk utsikt og høy standard. Vestvendt balkong. Garasje.,"Sørengkaia 131, 0194 Oslo",14500000.0,59.9023,10.7526,https://www.finn.no/realestate/homes/ad.html?finnkode=176394953,363756.0,14863756.0,,Leilighet,Eier (Selveier),3,108.0,108.0,2016,C - mørkegrønn,5,5583.0,,,1767071.0,,17:00 - 18:00,28. april,4486.0,5,,,,,,,,,,,,,,,,,,,,,,,14863756.0,108.0,137627.37037037036,7728106.140683252,0.6540619350598469
48,176538648,FRYSJA: Rålekker 3(4)-roms selveier med praktfull utsikt - Solrik balkong - Garasje - Heis - MÅ SEES!,"Brekkeveien 19, 0884 Oslo",7000000.0,59.968937,10.773831,https://www.finn.no/realestate/homes/ad.html?finnkode=176538648,186570.0,7186570.0,,Leilighet,Eier (Selveier),2,74.0,79.0,1962,D - mørkegrønn,3,4894.0,87.0,Ja,1381730.0,26. april,1700 - 1800,28. april,4600.0,8,,,,,8138.0,,,,,,,,,,,,,,,,,,7186570.0,79.0,90969.24050632911,5837577.054182621,0.20789818367946822
49,176538569,"Fantastisk, lys og stilren 3-roms - Vestvendt balkong, heis og garasjeleie* - Fyring og v.v. inkl. - Felles takterrasse","Toftes gate 23, 0556 Oslo",5580000.0,59.928936,10.760567,https://www.finn.no/realestate/homes/ad.html?finnkode=176538569,151070.0,5731070.0,,Leilighet,Eier (Selveier),2,61.0,65.0,2009,C - mørkegrønn,,16732.0,72.0,Ja,1354084.0,,1700 - 1800,,2848.0,3,,,29. april,,5254.0,,,,,,,,,,,,,,,,,,5731070.0,65.0,88170.30769230769,4924907.840009903,0.15159668800763448
50,176537431,"Fullstendig oppusset i 2020 - Nydelig, stilren og gjennomgående 3-roms- Sentralt beliggende - P-plass mulighet","Schweigaards gate 94D, 0656 Oslo",4750000.0,59.906944,10.777626,https://www.finn.no/realestate/homes/ad.html?finnkode=176537431,8060.0,4998774.0,,Leilighet,Andel,2,65.0,65.0,1897,,,968.0,72.0,,1317142.0,26. april,1630 - 1730,28. april,5413.0,3,,240714.0,,,8510.0,,,,,,,,,,,,,,,,,,4998774.0,65.0,76904.21538461538,4924907.840009903,0.014887120607042448
51,176537352,3-roms leilighet med moderniseringsbehov | Nytt bad kommer | Fyring og v.v inkl | Solrik balkong på 8 m² | Nær t-bane |,"Radarveien 57, 1152 Oslo",3200000.0,59.877,10.8072,https://www.finn.no/realestate/homes/ad.html?finnkode=176537352,1132.0,3343132.0,,Leilighet,Andel,2,65.0,65.0,1957,,3,40765.0,72.0,,992292.0,3. mai,12:00 - 13:00,,4732.0,2,,142000.0,,905 15 090,9613.0,,,,64 85 92 66,,,,,,,,,,,,,,3343132.0,65.0,51432.8,4924907.840009903,-0.38739746961012145
52,172718946,"Stilren og moderne 3-roms selveier som er betydelig oppusset i 2018. 2 balkonger og heis. Vv, fyring og internett inkl.","Grefsenveien 21 C, 0482 Oslo",4350000.0,59.94254,10.773308,https://www.finn.no/realestate/homes/ad.html?finnkode=172718946,117840.0,4471642.0,,Leilighet,Eier (Selveier),2,58.0,65.0,1936,F - mørkegrønn,,1290.0,58.0,Ja,1073942.0,,1600 - 1700,,4043.0,2,,3802.0,,,11308.0,,30. april,,,,,,,,,,,,,,,,4471642.0,65.0,68794.4923076923,4924907.840009903,-0.0965498827795539
53,176536187,"Pen og velholdt 2-roms med lekkert bad fra 2015. Solrik terrasse. Flott utsikt. Kort vei til nærbutikk, buss og t-bane!","Lindebergveien 51C, 1069 Oslo",2650000.0,59.93302,10.878988,https://www.finn.no/realestate/homes/ad.html?finnkode=176536187,15385.0,2854385.0,,Leilighet,Andel,1,39.0,41.0,1976,D - rød,2,41700.0,,Ja,561813.0,26. april,1700 - 1800,28. april,3792.0,3,,189000.0,,,,,,,,,,,,,,,,,,,,,2854385.0,41.0,69619.14634146342,3360332.0442852415,-0.16318338345150885
54,174946659,Lys 3 -roms leilighet med god standard. Rolig og skjermet beliggenhet ved Bjølsenparken uten innsyn.,"Kongsvingergata 7A, 0464 Oslo",4085000.0,59.939598,10.754903,https://www.finn.no/realestate/homes/ad.html?finnkode=174946659,1132.0,4247888.0,,Leilighet,Andel,2,56.0,56.0,1934,F - oransje,3,1345.0,,,1018440.0,,16:00 - 17:00,28. april,3220.0,3,,161756.0,,994 24 971,,,,,,2020,60424.0,3220.0,,,,,,,,,,,4247888.0,56.0,75855.14285714286,4338191.916613154,-0.02103573398766656
55,176527242,Nedre Günerløkka/Tøyen- ved Botanisk hage. En urban og meget sentral 2- roms med raus takhøyde! Internett og VV. inkl.,"Heimdalsgata 26B, 0561 Oslo",3300000.0,59.9157,10.7657,https://www.finn.no/realestate/homes/ad.html?finnkode=176527242,8486.0,3521072.0,,Leilighet,Andel,1,41.0,41.0,1896,,2,1763.0,46.0,,753366.0,,13:00 - 14:00,28. april,3405.0,1,27. april,212586.0,,,19919.0,,,,,,,,,,,,,,,,,,3521072.0,41.0,85879.80487804877,3360332.0442852415,0.046725696903585856
56,173964351,Attraktivt og sentralt utleieobjekt - 7 rom - Pusset opp i 2015 - Kort vei til alt- Estimert yield 7.15 %- Klassisk gård,"Hegdehaugsveien 27A, 0352 Oslo",7450000.0,59.9214,10.7274,https://www.finn.no/realestate/homes/ad.html?finnkode=173964351,187612.0,7639543.0,,Leilighet,Eier (Selveier),7,96.0,96.0,1895,G - mørkegrønn,8,987.0,110.0,,1913408.0,26. april,12:30 - 13:30,,3851.0,3,,1931.0,,,40278.0,,,,,,,,,,,,,,,,,,7639543.0,96.0,79578.57291666667,6945818.242820922,0.0951979978282349
57,176530416,Attraktiv hjørneleilighet med rehabiliteringsbehov beliggende i et veletablert område - Peis  og balkong - Heis i bygget,"Gabels gate 46 B, 0262 Oslo",7500000.0,59.917316,10.710995,https://www.finn.no/realestate/homes/ad.html?finnkode=176530416,199642.0,7724320.0,,Leilighet,Eier (Selveier),2,105.0,105.0,1938,G - mørkegrønn,,1056.0,117.0,,2168643.0,26. april,1300 - 1400,,4788.0,2,,24678.0,,,,,,,,,,,,,,,,,,,,,7724320.0,105.0,73564.95238095238,7532534.16621767,0.025142265166921973
58,170767442,"Bak Slottet - Praktfull, stor og fornem leilighet. Svenskeovn - 2 biloppstillingsplasser - 2 terrasser - hage.","Parkveien 43, 0258 Oslo",35000000.0,59.9184,10.7244,https://www.finn.no/realestate/homes/ad.html?finnkode=170767442,890792.0,36136846.0,,Leilighet,Eier (Selveier),4,196.0,196.0,1879,G - oransje,,2052.0,217.0,,,,,,12504.0,1,,246054.0,,,4757.0,,,,,,,,,,,,,,,,,,36136846.0,196.0,184371.66326530612,13464884.05834034,0.9872278940029595
59,172613757,"Moderne og innholdsrik enebolig, beliggende i barnevennlige og populært område. Garasje med lader for el-bil.","Bjørnerabben 29A, 0383 Oslo",14900000.0,59.92981,10.632036,https://www.finn.no/realestate/homes/ad.html?finnkode=172613757,388142.0,15288142.0,20080.0,Enebolig,Eier (Selveier),4,182.0,201.0,1986,F - oransje,,906.0,224.0,Ja,3064879.0,,1800 - 1900,,,,,,29. april,,,,,,,,,,,,,,,,,,,,15288142.0,201.0,76060.40796019901,13790837.349116312,0.10307308379055158
60,176413655,"Lekkert rekkehus i funkisstil, som nytt. Høy komfort og meget barnevennlig. Oppvarmet garasjeplass. Ingen dok.avgift.","Voksenhagen 54, 0770 Oslo",9975000.0,59.9516,10.657938,https://www.finn.no/realestate/homes/ad.html?finnkode=176413655,15357.0,9990357.0,,Rekkehus,Andel,3,121.0,125.0,2012,B - gul,5,12403.0,139.0,Ja,,26. april,1730 - 1830,,4676.0,,27. april,,,,33550.0,,,,,,,,,,,,,,,,,,9990357.0,125.0,79922.856,8836347.329321554,0.1227467345385218
61,174519676,Strøken 1-roms fra 2007 m/ sentral beliggenhet | Generøs takhøyde | VV & fyring inkl. | Felles takterrasse | IN-ordning!,"Teglverksgata 7A, 0553 Oslo",1750000.0,59.9245,10.7657,https://www.finn.no/realestate/homes/ad.html?finnkode=174519676,1132.0,2606132.0,,Leilighet,Andel,0,25.0,25.0,2007,E - rød,1,1392.0,28.0,,536130.0,,16:00 - 17:00,28. april,6054.0,1,,855000.0,,988 09 826,4365.0,,,,,,,,,,,,,,,,,,2606132.0,25.0,104245.28,2317281.5138021344,0.11747239242360585
62,176517142,Lys og lekker 4-roms på Tonsenhagen! Stor solrik balkong. V.v og fyr inkl.  Kort vei til alt!,"Rødbergveien 27, 0591 Oslo",4900000.0,59.9471,10.8227,https://www.finn.no/realestate/homes/ad.html?finnkode=176517142,132039.0,5062619.0,,Leilighet,Eier (Selveier),3,76.0,76.0,1955,G - rød,4,2855.0,84.0,,,,18:00 - 19:00,,4047.0,3,,30580.0,29. april,,28246.0,,,,,,,,,,,,,,,,,,5062619.0,76.0,66613.40789473684,5642005.079717038,-0.10835557458994849
63,176413744,Lys og romslig 3-roms i 3. etg. med vestvendt balkong og garasjeplass. Oppussingsobjekt. Attraktiv beliggenhet.,"Harald Sohlbergs vei 14, 1064 Oslo",2850000.0,59.9354,10.9232,https://www.finn.no/realestate/homes/ad.html?finnkode=176413744,15357.0,3091357.0,,Leilighet,Andel,2,64.0,72.0,1971,E - rød,3,22669.0,80.0,,878213.0,26. april,11:00 - 11:45,28. april,3809.0,3,,226000.0,,,19500.0,,,,,,,,,,,,,,,,,,3091357.0,72.0,42935.51388888889,5381242.447096262,-0.5543091325497702
64,176525702,"Loftsleilighet med 35 kvm gulvareal og privat, vestvendt takterrase - Moderniseringsbehov - Lave felleskostnader","Vogts gate 31, 0474 Oslo",2990000.0,59.932446,10.763343,https://www.finn.no/realestate/homes/ad.html?finnkode=176525702,91050.0,3138446.0,,Leilighet,Eier (Selveier),1,32.0,32.0,1892,G - rød,2,523.0,36.0,,687325.0,,1700 - 1800,28. april,1892.0,4,,57396.0,,,9345.0,,,,,,,,,,,,,,,,,,3138446.0,32.0,98076.4375,2773616.120888494,0.12357584532264809
65,176476652,"2-roms bolig for deg over 52 år som er/har vært ansatt ved et universitet, universitetssykehus eller statlig høyskole.","Minister Ditleffs vei 20, 0862 Oslo",3000000.0,59.9629,10.7394,https://www.finn.no/realestate/homes/ad.html?finnkode=176476652,1132.0,3137876.0,,Leilighet,Andel,1,51.0,51.0,1963,F - mørkegrønn,2,3789.0,57.0,,1012488.0,,16:00 - 17:00,28. april,3388.0,2,27. april,136744.0,,,,,,,,,,,,,,,,,,,,,3137876.0,51.0,61526.98039215686,4012238.6258371836,-0.24580320844112435
66,174889081,Lys og gj.gående 3-roms toppleilighet med vestvendt balkong - Vv og fyring inkl - Kort vei til t-bane,"Radarveien 8, 1152 Oslo",2990000.0,59.8793,10.8054,https://www.finn.no/realestate/homes/ad.html?finnkode=174889081,11743.0,3402854.0,,Leilighet,Aksje,2,61.0,64.0,1962,G - rød,4,24519.0,69.0,,980933.0,,17:00 - 18:00,,5213.0,4,,401111.0,29. april,410 06 216,,,,,,,,,,,,,,,,,,,3402854.0,64.0,53169.59375,4859717.181854708,-0.35636575190731534
67,174668002,Sentralt beliggende og særpreget enebolig med 1.289 kvm. tomt. Flott utsyn mot vest. Oppussingsobjekt,"Ekebergveien 217 B, 1162 Oslo",10700000.0,59.8644,10.7967,https://www.finn.no/realestate/homes/ad.html?finnkode=174668002,268842.0,10968842.0,14271.0,Enebolig,Eier (Selveier),4,142.0,213.0,1961,G - oransje,,1290.0,235.0,,2232234.0,,19:00 - 20:00,28. april,,,,,,,,,,,,,,,,,,,,,,,,,10968842.0,213.0,51496.910798122066,14573125.246978642,-0.28412038787331184
68,173151363,"Innholdsrik selveierleilighet med fjordutsikt og stor solrik terrasse. Heis, peis og garasje. Moderniseringsbehov!","Hoffsjef Løvenskiolds vei 23B, 0382 Oslo",8690000.0,59.930622,10.643002,https://www.finn.no/realestate/homes/ad.html?finnkode=173151363,226270.0,8916270.0,,Leilighet,Eier (Selveier),2,130.0,132.0,1985,E - oransje,3,28159.0,145.0,Ja,1988911.0,3. mai,1200 - 1300,,4967.0,2,,,,,88807.0,,,,,,,,,,,,,,,,,,8916270.0,132.0,67547.5,9292681.936407913,-0.041349504138544546
69,173676470,Lekker og stilren 4-r selveier med markterrasse|Vannbåren gulvvarme|TG1 på det meste|Felles takterrasse.,"Waldemars hage 5, 0175 Oslo",6990000.0,59.9272,10.7528,https://www.finn.no/realestate/homes/ad.html?finnkode=173676470,175972.0,7185980.0,,Leilighet,Eier (Selveier),3,86.0,86.0,2005,D - lysegrønn,4,6790.0,94.0,,1693163.0,,17:00 - 19:00,,4656.0,1,,20008.0,29. april,918 40 314,59725.0,,,,,,,,,,,,,,,,,,7185980.0,86.0,83557.90697674418,6293911.66126898,0.1325491423420342
70,170657413,"Gjennomgående, lekker 3-r hjørneleil. m/høy standard - Ingen gjenboere - Peis - Fantastisk beliggenhet og fellesområder!","Colletts gate 61, 0456 Oslo",4850000.0,59.93124,10.746047,https://www.finn.no/realestate/homes/ad.html?finnkode=170657413,134340.0,5046179.0,,Leilighet,Eier (Selveier),2,60.0,60.0,1929,G - rød,3,515.0,67.0,Ja,1204320.0,26. april,1200 - 1300,,2797.0,2,,61839.0,,,29692.0,,,,,,,,,,,,,,,,,,5046179.0,60.0,84102.98333333334,4598954.549233931,0.0928023174729713
71,175042365,Solrikt enderekkehus med garasje og flott hage - Godkjent betydelig tilbygg - Meget barnevennlig og populær beliggenhet,"Damfaret 21 A, 0671 Oslo",6500000.0,59.907864,10.836444,https://www.finn.no/realestate/homes/ad.html?finnkode=175042365,174042.0,6674042.0,13210.0,Rekkehus,Eier (Selveier),2,102.0,102.0,1921,,3,584.0,119.0,Ja,1534065.0,3. mai,1500 - 1600,,,,,,,,,,,,,,,,,,,,,,,,,,6674042.0,102.0,65431.78431372549,7336962.191752087,-0.09469921323796093
72,176512338,Enebolig over to plan - 4 soverom - Dobbel garasje - Svømmebasseng - Badehus/anneks - Østmarka som nærmeste nabo.,"Mikkel Revs vei 30, 0688 Oslo",12600000.0,59.8887,10.8562,https://www.finn.no/realestate/homes/ad.html?finnkode=176512338,316342.0,12916342.0,17307.0,Enebolig,Eier (Selveier),4,189.0,189.0,1980,E - gul,,672.0,207.0,,2319400.0,26. april,17:30 - 18:30,28. april,,,,,,,,,,,,,,,,,,,,,,,,,12916342.0,189.0,68340.43386243386,13008549.451253982,-0.00711346006946556
73,173390602,Eksklusiv og idyllisk eierseksjon o/2 plan m/heis- Høy standard fra 2020 - 2 garasjeplasser - Peis-Solrik terrasse-3 bad,"Gregers Grams vei 20, 0382 Oslo",13390000.0,59.9372,10.646,https://www.finn.no/realestate/homes/ad.html?finnkode=173390602,336712.0,13751767.0,,Leilighet,Eier (Selveier),3,236.0,260.0,1973,F - rød,4,13200.0,285.0,,2383678.0,,16:00 - 17:00,,5751.0,,27. april,25055.0,,,6249.0,,,,,,,,,,,,,,,,,,13751767.0,260.0,52891.411538461536,17637086.180272773,-0.2488365294633894
74,175111956,Utbygget 4-roms leilighet i småhus. Første etasje med solrik terrasse og hage. Bo barnevennlig med Østmarka som nabo,"Hellerudsvingen 7, 0684 Oslo",4650000.0,59.902332,10.852316,https://www.finn.no/realestate/homes/ad.html?finnkode=175111956,15385.0,4914763.0,,Leilighet,Andel,2,83.0,84.0,1954,D - gul,4,48162.0,92.0,Ja,903682.0,,1700 - 1800,,4331.0,1,27. april,249378.0,,,22948.0,,,,,,,,,,,,,,,,,,4914763.0,84.0,58509.083333333336,6163530.344958592,-0.2264061886285944
75,176508593,"Påkostet 4 roms leilighet med rehabilitert bad i 2019. 8,5 kvm balkong. Varmt vann og fyring inkl. Nært buss og t-bane!","Sletteløkka 27B, 0597 Oslo",2800000.0,59.94744,10.850562,https://www.finn.no/realestate/homes/ad.html?finnkode=176508593,8060.0,3100060.0,,Leilighet,Andel,3,69.0,69.0,1959,F - mørkegrønn,4,33183.0,75.0,Ja,967805.0,26. april,1630 - 1730,,5356.0,2,27. april,292000.0,,,,,,,,,,,,,,,,,,,,,3100060.0,69.0,44928.40579710145,5185670.472630679,-0.5144776772332911
76,176506653,"Lekker 2-roms i 10.etg med stor, innglasset balkong | Kort vei til Manglerud Senter/ T-bane | VV, fyring & bredbånd inkl","Enebakkveien 164, 0680 Oslo",2800000.0,59.893764,10.808005,https://www.finn.no/realestate/homes/ad.html?finnkode=176506653,15385.0,2923385.0,,Leilighet,Andel,1,30.0,40.0,1960,B - gul,2,42713.0,43.0,Ja,552587.0,,1700 - 1800,,2908.0,10,,108000.0,29. april,,4249.0,,,,,,,,,,,,,,,,,,2923385.0,40.0,73084.625,3295141.3861300475,-0.1197068848817544
77,176426412,Pen 4-roms m/stor balkong - God planløsning - Perfekt familiebolig - Ingen dok.avgift - Kort vei til alt!,"Rådyrveien 5, 0595 Oslo",3500000.0,59.9443,10.8541,https://www.finn.no/realestate/homes/ad.html?finnkode=176426412,5261.0,3653305.0,,Leilighet,Andel,3,84.0,86.0,1955,,4,18910.0,,,,,17:00 - 18:00,28. april,3981.0,1,,148044.0,,,16774.0,,,,,,,,,,,,,,,,,,3653305.0,86.0,42480.29069767442,6293911.66126898,-0.5439505258086506
78,172627239,"Rekkehus over tre plan med stort potensiale - 29 kvm markterrasse, garasjeplass og 3 soverom. Barnevennlig og sentralt.","Regnbueveien 20C, 0664 Oslo",5500000.0,59.916687,10.8200445,https://www.finn.no/realestate/homes/ad.html?finnkode=172627239,12592.0,5667592.0,,Rekkehus,Andel,3,125.0,125.0,1961,D - rød,,3335.0,143.0,Ja,1378916.0,3. mai,1200 - 1300,,4689.0,,,155000.0,,,6036.0,,,,,,,,,,,,,,,,,,5667592.0,125.0,45340.736,8836347.329321554,-0.4441092570444507
79,176503191,"Innholdsrik og moderne 4-roms, betydelig oppgradert i 2011. 2 bad, gasspeis, garasjeplass og vestvendt terrasse.","Starveien 12, 1088 Oslo",4700000.0,59.944332,10.936632,https://www.finn.no/realestate/homes/ad.html?finnkode=176503191,15357.0,5154357.0,,Leilighet,Andel,3,116.0,123.0,1979,G - rød,4,51743.0,131.0,Ja,1071518.0,,1700 - 1800,,5442.0,-2,,439000.0,29. april,,46136.0,,,,,,,,,,,,,,,,,,5154357.0,123.0,41905.34146341463,8705966.013011165,-0.5241661628439509
80,175124455,"Gj.gående og lys - nyoppusset - 4-roms m/ heis, peis, solrik balkong og felles hage. Rolig beliggenhet. Høy standard.","VESTHEIMGATA 6A, 0262 Oslo",7500000.0,59.917442,10.710763,https://www.finn.no/realestate/homes/ad.html?finnkode=175124455,199042.0,7699042.0,,Leilighet,Eier (Selveier),3,83.0,83.0,1938,G - rød,4,792.0,91.0,,1691344.0,26. april,1430 - 1530,,3618.0,3,,,,,25474.0,,,,,,,,,,,,,,,,,,7699042.0,83.0,92759.5421686747,6098339.686803398,0.2330793538953202
81,176502228,"Lekker og romslig 4-roms leilighet, moderne oppusset. Fantastiske sol- og utsiktsforhold. Garasje og to balkonger.","Vesteråsveien 34A, 0382 Oslo",7750000.0,59.935947,10.643968,https://www.finn.no/realestate/homes/ad.html?finnkode=176502228,219450.0,8300450.0,,Leilighet,Eier (Selveier),3,113.0,113.0,1977,F - rød,,50576.0,121.0,Ja,1854999.0,,1630 - 1730,28. april,4337.0,2,,331000.0,,,,,,,,,,,,,,,,,,,,,8300450.0,113.0,73455.30973451327,8054059.431459224,0.03013348867498422
82,176502164,"Lys og arealeffektiv 2-roms i markakanten, med god standard, reservert garasjeplass og solrik, sydvestvendt balkong.","Kaiekroken 16, 1056 Oslo",1540000.0,59.93757,10.896269,https://www.finn.no/realestate/homes/ad.html?finnkode=176502164,,,,Leilighet,Andel,1,40.0,40.0,2009,C - rød,2,4297.0,45.0,Ja,662938.0,,1800 - 1900,,7386.0,2,,961000.0,29. april,,6425.0,,,,,,,,2501000.0,,,,,,,,,,1540000.0,40.0,38500.0,3295141.3861300475,-0.760666659904274
83,176411639,SALG AV KONTRAKT: Attraktiv 3-roms i 2. etg. med moderne standard - Balkong på ca. 7.5kvm - Estimert OT : Q3 2021,"Gladengveien - Tiedemannsparken - Hus B - Leil. 126, 0655 Oslo",4700000.0,59.912098,10.7827,https://www.finn.no/realestate/homes/ad.html?finnkode=176411639,,,,Leilighet,Eier (Selveier),2,54.0,54.0,,,3,11000.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4700000.0,54.0,87037.03703703704,4207810.600302766,0.11062004372731238
84,174432986,"Nyoppusset 5-roms med 2 balkonger, 4 soverom og klassiske detaljer - Godt utleieobjekt - Idyllisk beliggenhet!","Bergstien 16C, 0172 Oslo",5990000.0,59.9253,10.7427,https://www.finn.no/realestate/homes/ad.html?finnkode=174432986,171712.0,6246592.0,,Leilighet,Eier (Selveier),4,74.0,74.0,1897,G - rød,5,1084.0,83.0,,1407266.0,26. april,15:00 - 16:00,,3804.0,5,,84880.0,,,45730.0,,,,,,,,,,,,,,,,,,6246592.0,74.0,84413.4054054054,5511623.76340665,0.12517676137479938
85,176379797,3-roms med moderniseringsbehov nær Hauketo togstasjon - 10 min til sentrum med tog - Parkeringsplass,"Hauketoveien 3C, 1266 Oslo",2400000.0,59.8458,10.8047,https://www.finn.no/realestate/homes/ad.html?finnkode=176379797,8489.0,2542346.0,,Leilighet,Andel,2,58.0,58.0,1957,G - mørkegrønn,3,4938.0,65.0,,657627.0,,17:00 - 18:00,28. april,4779.0,1,,133857.0,,,26224.0,,,,,,105221.0,,,,,,,,,,,,2542346.0,58.0,43833.55172413793,4468573.232923543,-0.5639818936076484
86,175389934,Front-/hjørneleilighet med fantastisk og vid utsikt. Garasje kan kjøpes.,"Sørengkaia 105, 0194 Oslo",10900000.0,59.9025,10.753,https://www.finn.no/realestate/homes/ad.html?finnkode=175389934,273842.0,11173842.0,,Leilighet,Eier (Selveier),2,84.0,87.0,2011,C - mørkegrønn,3,3471.0,96.0,,1525987.0,26. april,16:00 - 17:00,,3373.0,4,,,,,40334.0,,,,,,,,,,,,,,,,,,11173842.0,87.0,128434.96551724138,6359102.319424175,0.5636882883236591
87,176327645,"Lys, gjennomgående 4-roms med stort potensial. Garasjeplass og balkong. VV. og Internett inkl. Særdeles barnevennlig.","Hovseterveien 102A, 0768 Oslo",4700000.0,59.9522,10.6544,https://www.finn.no/realestate/homes/ad.html?finnkode=176327645,9586.0,5003459.0,,Leilighet,Andel,3,90.0,90.0,1975,E - rød,4,9651.0,99.0,,,,16:30 - 17:30,28. april,5954.0,2,27. april,293873.0,,,48480.0,,,,,,,,,,,,,,,,,,5003459.0,90.0,55593.98888888889,6554674.293889757,-0.2700489545365947
88,176492360,Romslig 2-roms leilighet - Fin utsikt og gode solforhold - V.vann og fyring inkl. i felles.kost. - God planløsning,"Asperudtoppen 7, 1258 Oslo",2850000.0,59.8384,10.8001,https://www.finn.no/realestate/homes/ad.html?finnkode=176492360,1132.0,2998233.0,,Leilighet,Andel,1,58.0,58.0,1981,F - mørkegrønn,2,20468.0,64.0,,640414.0,26. april,17:00 - 18:00,,3244.0,2,27. april,147101.0,,413 67 981,,,,,,,,,,,,,,,,,,,2998233.0,58.0,51693.6724137931,4468573.232923543,-0.399046055269487
89,176413887,Gjennomgående og lys 3-roms endeleilighet med to solrike terrasser og pent utsyn - garasje,"Holmenkollveien 78E, 0784 Oslo",5400000.0,59.9548,10.6655,https://www.finn.no/realestate/homes/ad.html?finnkode=176413887,139679.0,5673149.0,,Leilighet,Eier (Selveier),2,83.0,88.0,1980,F - rød,3,31185.0,97.0,,1468183.0,26. april,17:00 - 18:00,28. april,4350.0,2,,133470.0,,,44527.0,,,,,,,,,,,,,,,,,,5673149.0,88.0,64467.60227272727,6424292.977579368,-0.12434223956364576
90,176464115,"Bo høyt og fritt med herlige lys og solforhold - Rålekker toppleilighet med solrik sørvestvendt takterrasse på 7,5 kvm","Fagerborggata 40B, 0360 Oslo",5500000.0,59.9327,10.7278,https://www.finn.no/realestate/homes/ad.html?finnkode=176464115,138842.0,5764099.0,,Leilighet,Eier (Selveier),2,60.0,60.0,1934,F - rød,3,590.0,66.0,,1204320.0,,17:00 - 18:00,28. april,3805.0,5,,125257.0,29. april,,,,,,,,,,,,,,,,,,,,5764099.0,60.0,96068.31666666667,4598954.549233931,0.22581984780308773
