,Address,Boligtype,Bruksareal,Bruttoareal,Byggeår,Eieform,Eierskifte-forsikring,Energimerking,Etasje,FINN-kode,Fellesformue,Fellesgjeld,Felleskost/mnd.,Formuesverdi,Omkostninger,Primærrom,Prisantydning,Soverom,Title,Tomteareal,Totalpris,lat,lng,url,Rom,Kommunale avg.,Mobil,Renovert år,Festeavgift,Pris med fellesgjeld,Fax,Tomt,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Låneverdi,Verditakst,Lånetakst,Telefon
419,"Sigurd Hoels vei 104, 0655 Oslo",Leilighet,84.0,92.0,2012,Eier (Selveier),,C - mørkegrønn,2,162578463,19774.0,,3484.0,1447912.0,165187.0,81.0,6195000.0,3,Stor og innbydende 4-roms eierleilighet i bygg fra 2013 med heisadkomst og garasjeplass. Fyring og varmtvann inkludert!,2812.0,6360187.0,59.9181,10.7872,https://www.finn.no/realestate/homes/ad.html?finnkode=162578463,4,,925 36 411,,,,,,,,,,,,,
420,"Jerpefaret 14, 0788 Oslo",Enebolig,233.0,260.0,1927,Eier (Selveier),,G - oransje,2,162580399,,,,2769886.0,514722.0,233.0,19900000.0,5,Voksenlia/Holmenkollåsen - Enebolig - Stor tomt - Vestvendt - Solrikt - Garasje - Fredfullt - Barnevennlig - Nær marka,3070.0,20414722.0,59.9701,10.6482,https://www.finn.no/realestate/homes/ad.html?finnkode=162580399,6,15063.0,,,,,,,,,,,,,,
421,"Åsdalsveien 33E, 1166 Oslo",Rekkehus,164.0,,,Eier (Selveier),,,,162946826,,,,,,,10550000.0,3,"Energivennlig bolig med høy nybyggstandard, smarthusstyring, hage, terrasse og carport beliggende i rolig villaområde.",2089.0,,59.85434,10.792615,https://www.finn.no/realestate/homes/ad.html?finnkode=162946826,,,,,,,,,,,,,,,,
422,"Trondheimsveien 111 A, 0565 Oslo",Leilighet,55.0,60.0,1933,Andel,,G - mørkegrønn,4,162424064,43943.0,147000.0,4347.0,816000.0,1064.0,55.0,3700000.0,1,"Lekker, moderne og påkostet 2-roms toppleilighet pusset opp i 2018 - Urban og populær beliggenhet - Ingen forkjøpsrett!",1296.0,3848064.0,59.9255,10.7762,https://www.finn.no/realestate/homes/ad.html?finnkode=162424064,2,,,,,,,,,,,,,,,
423,"Darres gate, 0175 Oslo",Garasje/Parkering,10.0,,2010,Eier (Selveier),,,,130178073,,,425.0,0.0,500.0,0.0,279000.0,0,Lei snøen allerede?,,279500.0,59.928013,10.752943,https://www.finn.no/realestate/homes/ad.html?finnkode=130178073,,,,,,,,,,,,,,,,
424,"Birgitte Hammers vei 7B, 1167 Oslo",Enebolig,317.0,348.0,2017,Eier (Selveier),,A - gul,3,159859476,,,,3175325.0,979722.0,311.0,38500000.0,5,"Funkisperle på Nordstrand - Svært påkostet  enebolig, vestvendt beliggende med flott utsikt.",766.0,39479722.0,59.8542,10.789,https://www.finn.no/realestate/homes/ad.html?finnkode=159859476,8,21964.0,,,,,,,,,,,,,,
425,"Skjoldveien 38, 0881 Oslo",Enebolig,376.0,430.0,1962,Eier (Selveier),Ja,G - rød,,147862273,,,,2619346.0,502650.0,265.0,19500000.0,4,Påkostet enebolig  - Solrikt uteområde - Garasje med innredet loftsstue og bod - Mulig å lage 2 leil i u.etg - Ved marka,877.0,20002650.0,59.96409,10.756696,https://www.finn.no/realestate/homes/ad.html?finnkode=147862273,7,,,,,,,,,,,,,,,
426,"Midtåsen 15  D (HUS 3), 1166 Oslo",Enebolig,208.0,242.0,2019,Eier (Selveier),,C - oransje,,162535991,,,,,123097.0,196.0,14900000.0,4,"Ny, smakfull ""funkis"" enebolig med takterrasse med panoramautsikt og kjeller med egen inngang.",1511.0,15023097.0,59.8576,10.7952,https://www.finn.no/realestate/homes/ad.html?finnkode=162535991,,,,,,,,,,,,,,,,
427,"Dronning Eufemias gate 35, 0194 Oslo",Leilighet,40.0,44.0,2019,Eier (Selveier),,,7,162456642,,,2120.0,,136150.0,36.0,5000000.0,1,Helt ny og moderne 2-roms selveier | Heis | Sentralt | Solrik balkong |  7.Etasje | Felles takterrasse,2751.0,5136150.0,59.907307,10.758693,https://www.finn.no/realestate/homes/ad.html?finnkode=162456642,3,,,,,,,,,,,,,,,
428,"Jordstjerneveien 36W, 1283 Oslo",Leilighet,53.0,58.0,2007,Eier (Selveier),,D - mørkegrønn,3,162408263,19545.0,5816.0,3068.0,690995.0,81254.0,53.0,3000000.0,2,Pen 3-roms toppleilighet med balkong med utsikt - Garasje - Barnevennlig område,4250.0,3087070.0,59.8486,10.8189,https://www.finn.no/realestate/homes/ad.html?finnkode=162408263,3,,,,,,,,,,,,,,,
429,"Lindebergveien 77 C, 1069 Oslo",Rekkehus,99.0,114.0,1976,Andel,Ja,E - rød,,162399336,,276000.0,5200.0,,15147.0,90.0,4100000.0,3,"Pent oppusset rekkehus over 2 plan - nyere bad/wc og kjøkken - bilfritt, barnevennlig boligstrøk- garasje",41123.0,4391147.0,59.931015,10.876963,https://www.finn.no/realestate/homes/ad.html?finnkode=162399336,4,,,,,,,,,,,,,,,
430,"Myrbakkveien 7C, 1088 Oslo",Tomannsbolig,156.0,176.0,1983,Eier (Selveier),Ja,F - oransje,,162352370,,,,1268335.0,159900.0,156.0,5790000.0,3,"Innholdsrik halvpart av tomannsbolig med mye potensial - 3 soverom, 2 stuer og garasje. Barnevennlig. God skolekrets.",767.0,5949900.0,59.944675,10.93263,https://www.finn.no/realestate/homes/ad.html?finnkode=162352370,6,13616.0,,,,,,,,,,,,,,
431,"Ingeniørveien 2, 0196 Oslo",Leilighet,83.0,92.0,2019,Andel,,,6,162330551,,4188000.0,11689.0,,8219.0,83.0,4402000.0,3,"KVÆRNERTOPPEN: Ny og moderne 4-roms med fantastisk utsikt! 20kvm balkong. Heis, garasjeplass og felles takterrasse.",10351.0,8598219.0,59.902893,10.792103,https://www.finn.no/realestate/homes/ad.html?finnkode=162330551,4,,,,,,,,,,,,,,,
432,"Bjørn Farmannsgate 14 A, 0271 Oslo",Leilighet,52.0,58.0,1934,Eier (Selveier),,E - oransje,2,153117991,,126000.0,3139.0,1201518.0,105122.0,52.0,3800000.0,1,"Gjennomgående 2-roms med oppussingsbehov. Brannbalkong, heis, peis og felles takterrasse. Vv/fyring. inkl.",642.0,4031122.0,59.9124,10.7069,https://www.finn.no/realestate/homes/ad.html?finnkode=153117991,2,,959 62 483,,,,,,,,,,,,,
433,"Rostockgata 60, 0194 Oslo",Leilighet,42.0,49.0,2019,Eier (Selveier),,C - mørkegrønn,7,162009833,,,1968.0,,12076.0,36.0,5750000.0,1,Rålekker utsiktleilighet i 7. etasje. Fantastisk solforhold. Lave omkostninger. Høy standard.,6248.0,5762076.0,59.9064,10.7603,https://www.finn.no/realestate/homes/ad.html?finnkode=162009833,2,,,,,,,,,,,,,,,
434,"Danmarks gate 37B, 0658 Oslo",Leilighet,88.0,106.0,2015,Eier (Selveier),,C - rød,1,160817157,8744.0,,2581.0,1398657.0,169502.0,88.0,5950000.0,3,Meget tiltalende og stor 4-roms selveierleilighet totalrenovert i 2015 - God takhøyde - Separat hybel - God planløsning,410.0,6119502.0,59.9079,10.7903,https://www.finn.no/realestate/homes/ad.html?finnkode=160817157,4,,,,,,,,,,,,,,,
435,"Thunes vei 9B, 0274 Oslo",Leilighet,35.0,39.0,1907,Eier (Selveier),,G - rød,1,161793418,5075.0,,1779.0,776896.0,84522.0,35.0,3190000.0,0,Perfekt førstegangskjøp! Arealeffektiv 1-roms med sentral beliggenhet. Klassisk bygård. Lave felleskostnader.,774.0,3274522.0,59.9225,10.69,https://www.finn.no/realestate/homes/ad.html?finnkode=161793418,,,,,,,,,,,,,,,,
436,"Grevlinglia 58, 1270 Oslo",Enebolig,110.0,122.0,1989,Eier (Selveier),,F - mørkegrønn,2,162030492,,,,1229967.0,102500.0,106.0,4100000.0,3,"Stor enebolig med 3(4) soverom, stor markterrasse på 80m²  ~ Vaskerom + baderom - Barnevennlig - MODERNISERINGSBEHOV",291.0,4202500.0,59.8321,10.8307,https://www.finn.no/realestate/homes/ad.html?finnkode=162030492,4,13041.0,917 93 884,,,,,,,,,,,,,
437,"Kristian Bogneruds vei 37B, 0956 Oslo",Leilighet,56.0,62.0,2001,Eier (Selveier),,,1,162041053,,,934.0,,108072.0,56.0,3990000.0,2,"Sentral, delikat og romslig 3-roms selveierleilighet i firemannsbolig, barnevennlig område, med hage og egen P-plass.",2398.0,4098072.0,59.95641,10.869685,https://www.finn.no/realestate/homes/ad.html?finnkode=162041053,,825.0,,,,,,,,,,,,,,
438,"Disenveien 27, 0587 Oslo",Leilighet,32.0,36.0,1957,Andel,Ja,G - mørkegrønn,5,166240387,12505.0,28601.0,1754.0,726881.0,7960.0,32.0,3150000.0,1,Arealeffektiv 2-roms leilighet m/vestvendt balkong og utsikt  - Lave felleskostnader m/v.v + fyring inkl. - Heis!,30262.0,3186561.0,59.94086,10.794167,https://www.finn.no/realestate/homes/ad.html?finnkode=166240387,2,,,,,,,,,,,,,,,
439,"Jens Bjelkes gate 15, 0562 Oslo",Leilighet,62.0,74.0,1898,Eier (Selveier),,,1,161977075,16556.0,197901.0,2518.0,,115792.0,62.0,3790000.0,,Sentralt beliggende utleie/-investeringsobjekt med god standard. Mulig å omregulere til bolig og bygge om til 3-roms.,436.0,4103693.0,59.918716,10.764505,https://www.finn.no/realestate/homes/ad.html?finnkode=161977075,2,,,,,,,,,,,,,,,
440,"Sigurd Hoels vei - Tiedemannsfabrikken, leili. 145, 0655 Oslo",Leilighet,49.0,,,Eier (Selveier),,,,161942002,,,1358.0,,,49.0,4250000.0,2,"SALG AV KONTRAKT: 3-roms leilighet under oppføring med terrasse på ca. 13,7 kvm - Overtakelse 27.01.2020",2811.0,,59.9163,10.7854,https://www.finn.no/realestate/homes/ad.html?finnkode=161942002,3,,,,,,,,,,,,,,,
441,"Sigurd Hoels vei - Tiedemannsfabrikken, leili.-159, 0655 Oslo",Leilighet,48.0,,,Eier (Selveier),,,2,161942167,,,1344.0,,,48.0,4300000.0,2,SALG AV KONTRAKT: 3-roms leilighet under oppføring med balkong på ca. 6 kvm - Overtakelse 14.02.2020,2811.0,,59.9163,10.7854,https://www.finn.no/realestate/homes/ad.html?finnkode=161942167,3,,,,,,,,,,,,,,,
442,"Skogvollveien 17A, 0580 Oslo",Tomannsbolig,108.0,120.0,1929,Eier (Selveier),Ja,,,159015513,,,,1295279.0,188872.0,95.0,6950000.0,2,"Risløkka - Halvpart av horisontaldelt tomannsbolig - Nydelig, velholdt hage - Bad og kjøkken fra 2014 - Carport",796.0,7138872.0,59.933395,10.812725,https://www.finn.no/realestate/homes/ad.html?finnkode=159015513,,13858.0,,,,,,,,,,,,,,
443,"Haugerudveien 66, 0674 Oslo",Leilighet,48.0,53.0,1968,Andel,,G - lysegrønn,1,161354216,11988.0,85399.0,2783.0,553864.0,8251.0,40.0,2950000.0,1,Nyoppusset 2-roms |Nytt kjøkken/bad 2019 |Balkong |Parkeringsplass |Varmtvann/Fyring inkl. |V. marka |FORKJØPSRETT AVKLA,98382.0,3043650.0,59.9185,10.8549,https://www.finn.no/realestate/homes/ad.html?finnkode=161354216,2,,,,,,,,,,,,,,,
444,"Seljeveien 17, 0575 Oslo",Leilighet,75.0,82.0,2007,Andel,Ja,,1,157986119,32772.0,2270000.0,13458.0,1378207.0,7932.0,72.0,3315000.0,3,"Løren: Lekker og oppgradert 4-roms fra 2007 med nytt kjøkken i 2015, nye gulv i 2018 og med stor uteplass. Parkering",885.0,5592932.0,59.928093,10.788585,https://www.finn.no/realestate/homes/ad.html?finnkode=157986119,4,,,,,,,,,,,,,,,
445,"Lunden 35, 0598 Oslo",Leilighet,44.0,50.0,2019,Eier (Selveier),,,3,161730042,,,2184.0,,28000.0,44.0,3590000.0,1,"Stilren, nyoppført 2-roms med solrik, vestvendt balkong på 9 kvm. Store, moderne vindusflater. Lav dokumentavgift!",3767.0,3618000.0,59.938267,10.827466,https://www.finn.no/realestate/homes/ad.html?finnkode=161730042,2,,,,,,,,,,,,,,,
446,"Tennisveien 23 E, 0777 Oslo",Leilighet,142.0,,2019,Eier (Selveier),,B - gul,1,161706989,,,3550.0,,96272.0,138.0,12900000.0,3,"SLEMDAL - Ny, eksklusiv hageleilighet med høy standard, heis, peis og garasje. Solrik terrasse og privat have.",2832.0,12996272.0,59.9538,10.7029,https://www.finn.no/realestate/homes/ad.html?finnkode=161706989,,,,,,,,,,,,,,,,
447,"Elisenbergveien 3, 0265 Oslo",Leilighet,293.0,332.0,1900,Eier (Selveier),,G - oransje,5,130852267,31466.0,431552.0,8128.0,3409025.0,514492.0,291.0,19900000.0,3,Toppleilighet på 293 BRA med svært ettertraktet beliggenhet! Privat og solrik takterrasse med praktfull utsikt,520.0,20846044.0,59.9181,10.7014,https://www.finn.no/realestate/homes/ad.html?finnkode=130852267,8,,,,,,,,,,,,,,,
448,"Herslebs gate 17, 0561 Oslo",Garasje/Parkering,12.0,,2007,Eier (Selveier),,,,159647295,,,150.0,475000.0,0.0,12.0,475000.0,0,Garasjeplass i oppvarmet parkeringskjeller med lade punkt for el-bil! Sentralt i Oslo,,475000.0,59.917175,10.763365,https://www.finn.no/realestate/homes/ad.html?finnkode=159647295,,,,,,,,,,,,Ja,,,,
449,"Rolf Hofmos gate 4, 0655 Oslo",Leilighet,96.0,,,Eier (Selveier),,,5,157311645,,,2950.0,,50418.0,93.0,8730000.0,3,4 roms leilighet med attraktiv intern beliggenhet og nydelig utsikt- 2 balkonger- Gode solforhold-  Heis- Garasje- Salg,10512.0,8780418.0,59.9142,10.7881,https://www.finn.no/realestate/homes/ad.html?finnkode=157311645,4,,992 24 078,,,,,,,,,,,,,
450,"Grønvoll allé 3B, 0663 Oslo",Leilighet,60.0,70.0,1912,Andel,,E - rød,,156392611,24323.0,125375.0,2171.0,639352.0,1032.0,60.0,5450000.0,2,"Rålekker, detaljrik og gjennomført leilighet med direkte utgang til eplehage - Parkering - Kort vei til kollektivtrafikk",13094.0,5576407.0,59.9175,10.7995,https://www.finn.no/realestate/homes/ad.html?finnkode=156392611,3,,,,,,,,,,,,,,,
451,"WALDEMAR THRANES GATE 72, 0175 Oslo",Garasje/Parkering,12.0,,2007,Annet,,,,161409111,,,380.0,0.0,16000.0,12.0,350000.0,0,Parkeringsplass i Kiellands Hus,,366000.0,59.92822,10.750502,https://www.finn.no/realestate/homes/ad.html?finnkode=161409111,,,,,,,,,,,12.0,,,,,
452,"Rostockgata 60, 0194 Oslo",Leilighet,41.0,47.0,2019,Eier (Selveier),,C - mørkegrønn,7,159769795,,,1919.0,,12096.0,36.0,5790000.0,1,Eufemias Plass| Helt unik utsiktleilighet. En av de beste på Eufemias Plass Vest. Lave omk. Vestvendt balkong på 12 m2.,6248.0,5802096.0,59.9064,10.7603,https://www.finn.no/realestate/homes/ad.html?finnkode=159769795,2,,,,,,,,,,,,,,,
453,"Pilestredet Park 21, 0176 Oslo",Leilighet,74.0,82.0,1901,Eier (Selveier),,E - mørkegrønn,4,160561431,,,3171.0,1416266.0,160022.0,74.0,5790000.0,2,Solrik 4R fra 2012 o/2 plan-95 kvm gulvareal-Vv og fyring inkl-Lave FK- 2WC - Heis-Garasje*-Svært sentralt og stille,1553.0,5950022.0,59.919,10.7394,https://www.finn.no/realestate/homes/ad.html?finnkode=160561431,4,,,,,,,,,,,,,,,
454,"Sørengkaia 66, 0194 Oslo",Leilighet,48.0,54.0,2013,Eier (Selveier),,B - mørkegrønn,6,141522462,37022.0,,2347.0,979048.0,124472.0,48.0,4700000.0,1,"Lekker 2-roms med ""toppleilighet-følelse"". Stor vestvendt balkong på 11 kvm. Høy standard. Felles takterrasse kun to etg",3394.0,4824472.0,59.9026,10.7561,https://www.finn.no/realestate/homes/ad.html?finnkode=141522462,2,,,,,,,,,,,,,,,
455,"Solveien 106 B, 1162 Oslo",Tomannsbolig,135.0,146.0,2012,Eier (Selveier),,B - oransje,,159462792,,,3225.0,2323095.0,294912.0,131.0,11500000.0,4,Nyere vertikaldelt bolig i Solveien - Arealeffektivt - Høy standard - Fantastisk utsikt - 2 garasjeplasser.,2200.0,11794912.0,59.8638,10.7914,https://www.finn.no/realestate/homes/ad.html?finnkode=159462792,,,,,,,,,,,,,,,,
456,"Admiral Børresens vei 5 A, 0286 Oslo",Leilighet,235.0,,2019,Eier (Selveier),,B - gul,1,142544383,,,9949.0,,216742.0,5.0,35000000.0,3,"Ny, stor hageleilighet i prestisjeprosjekt. Hel etasje med heis rett inn, to p-plasser og andel i privat park.",8000.0,35216742.0,59.901752,10.690951,https://www.finn.no/realestate/homes/ad.html?finnkode=142544383,,,,,,,,,,,,,,,,
457,"Vækerøveien 61C, 0382 Oslo",Enebolig,313.0,338.0,,Eier (Selveier),Ja,G - mørkegrønn,,150010561,,,,3958599.0,433350.0,274.0,16900000.0,4,Praktfull arkitekttegnet villa på 313 m2 BRA - Panoramautsikt - Parkering - 1 (2) Utleiedeler - Stor terrasse og lysthus,964.0,17333350.0,59.9275,10.63956,https://www.finn.no/realestate/homes/ad.html?finnkode=150010561,9,23968.0,,,,,,,,,,,,,,
458,"Peter Møllers vei 41, 0585 Oslo",Leilighet,116.0,124.0,2018,Eier (Selveier),,C - mørkegrønn,1,133072021,,,4241.0,,205217.0,110.0,7490000.0,4,STOR OG NY 5 ROMS SELVEIERLEILIGHET-124 KVM BTA - TRAPPEFRI ADKOMST-SEPARAT HYBEL/UTLEIELEILIGHET-10 ÅRS GARANTI NYBYGG,7776.0,7695217.0,59.9329,10.7967,https://www.finn.no/realestate/homes/ad.html?finnkode=133072021,5,,480 34 444,,,,,,,,,,,,,
459,"Øverliveien 32 C, 1290 Oslo",Leilighet,105.0,116.0,2014,Eier (Selveier),Ja,B - rød,1,150923731,,,1700.0,1148950.0,124900.0,99.0,4550000.0,3,"Lekker, solrik 4-roms leilighet fra 2014. 2 plan. 3 s.rom. 2 balkonger. Utsikt. Carport. Elbil lader. Blindvei.",1191.0,4674900.0,59.8334,10.849848,https://www.finn.no/realestate/homes/ad.html?finnkode=150923731,,,,,,,,,,,,,,,,
460,"Mortensrudveien 38, 1283 Oslo",Rekkehus,131.0,141.0,1995,Eier (Selveier),,G - rød,,157578253,18617.0,59908.0,3483.0,1196281.0,120742.0,131.0,4390000.0,3,HYGGELIGE MORTENSRUDVEIEN - 4-R REKKEHUS O/TO PLAN -GARASJE - TRE UTEPLASSER - BARNEV. - GODE SOLFORHOLD - POP.BEL.,23547.0,4570650.0,59.8482,10.8237,https://www.finn.no/realestate/homes/ad.html?finnkode=157578253,4,,,,,,,,,,,,,,,
461,"Bertramjordet 21, 1251 Oslo",Leilighet,96.0,105.0,1987,Andel,Ja,G - mørkegrønn,3,160964625,13394.0,54999.0,6327.0,1000503.0,15148.0,96.0,3290000.0,3,Pen 4-roms i toppetasje. Garasjeplass med el-bil lader. Bad og kjøkken fra 2015.,28100.0,3360147.0,59.82486,10.784391,https://www.finn.no/realestate/homes/ad.html?finnkode=160964625,,,,,,,,,,,,,,,,
462,"Thereses gate 47 B - Perle på Bislett, 0170 Oslo",Leilighet,,88.0,1896,Eier (Selveier),,G - oransje,5,160877595,11824.0,7541.0,3195.0,1515302.0,177022.0,79.0,6700000.0,2,"Klassisk 3-roms selveier med god takhøyde, originale tregulv og peis | Solrik balkong | Nyere kjøkken og bad | Må ses |",786.0,6884563.0,59.9264,10.7307,https://www.finn.no/realestate/homes/ad.html?finnkode=160877595,3,,,,,,,,,,,,,,,
463,"Hallagerbakken 32 f, 1256 Oslo",Rekkehus,108.0,120.0,1981,Andel,,D - lysegrønn,,160767186,20861.0,225000.0,4886.0,1105752.0,8719.0,108.0,4300000.0,2,Rekkehus over to plan - moderniseringsbehov - garasje - meget barnevennlig og poplært boområde,,4533719.0,59.8397,10.7909,https://www.finn.no/realestate/homes/ad.html?finnkode=160767186,,,,,,,,Eiet,,,,,,,,
464,"Hans Nordahls gate 38, 0481 Oslo",Leilighet,86.0,95.0,2019,Eier (Selveier),,C - mørkegrønn,1,157399626,,,3638.0,,185272.0,86.0,6800000.0,3,"Attraktiv, lys og nyoppført 4-roms hjørneleilighet med trappefri adkomst og markterrasse! Garasjeplass m/heisadkomst",,6985272.0,59.9406,10.7801,https://www.finn.no/realestate/homes/ad.html?finnkode=157399626,4,,,,,,,Eiet,,,,,,,,
465,"Sigurd Hoels vei - Tiedemannsfabrikken leil. 218, 0655 Oslo",Leilighet,54.0,,2019,Eier (Selveier),,,7,154667923,,,1526.0,,,54.0,5250000.0,2,SALG AV KONTRAKT:   FASTPRIS - 3-roms toppleilighet under oppføring med balkonger- Garasjeplass - Overtakelse 30.03.2020,2811.0,,59.9167,10.8026,https://www.finn.no/realestate/homes/ad.html?finnkode=154667923,2,,,,,,,,,,,,,,,
466,"Dronningens gate 24, 0154 Oslo",Leilighet,47.0,52.0,1860,Andel,,G - rød,4,154671210,111152.0,1004758.0,8891.0,1114029.0,1032.0,47.0,2390000.0,1,"Bo midt i by`n! Snerten, smart & delikat 2-r. IN-ordn. Sentralt med hovedstadens puls like ved!",402.0,3395790.0,59.9109,10.7469,https://www.finn.no/realestate/homes/ad.html?finnkode=154671210,2,,,2005,,,,,,,,,,,,
467,"Operagata 33, 0194 Oslo",Leilighet,54.0,50.0,2019,Eier (Selveier),,,7,154059084,,,2000.0,,181542.0,50.0,6699000.0,1,"Ny & betydelig påkostet selveierleilighet, med 11 m2 balkong - utsikt mot fjord og Ekeberg - Garasjeleie",4878.0,6880542.0,59.90683,10.756291,https://www.finn.no/realestate/homes/ad.html?finnkode=154059084,,,,,,,,,,,,,,,,
468,"Ullernchausséen 48B, 0379 Oslo",Leilighet,41.0,45.0,1959,Andel,,F - lysegrønn,1,160730821,,117000.0,3763.0,578530.0,8219.0,41.0,3250000.0,2,"3R leilighet, ledig omgående! Bud ønskes! Sentralt - Ingen dok.avgift - Varmtvann og fyring inkl. - Balkong - Parkering.",5179.0,3375219.0,59.9322,10.669,https://www.finn.no/realestate/homes/ad.html?finnkode=160730821,3,,951 46 909,,100.0,,,,,,,,,,,
469,"SCHOUS PLASS 3 A, 0552 Oslo",Garasje/Parkering,11.0,,1986,Eier (Selveier),,,,160673503,,336.0,179.0,0.0,12250.0,11.0,350000.0,0,Garasjeplass sentralt på Grunerløkka,,362586.0,59.921116,10.7609215,https://www.finn.no/realestate/homes/ad.html?finnkode=160673503,,,,,,,,,,,,,,,,
470,"Ullevålsveien 105, 0359 Oslo",Andre,,,2007,Eier (Selveier),,,,160642739,4261.0,1594.0,1113.0,,270920.0,,10000000.0,,Fagerborg/Adamstuen - Hel garasjeseksjon bestående av 14 garasjeplasser. Særdeles attraktivt område.,620.0,10272514.0,59.93372,10.73161,https://www.finn.no/realestate/homes/ad.html?finnkode=160642739,,,,,,,,,,,1.0,,,,,
471,"Majorstuveien 36, 0367 Oslo",Andre,,,,Eier (Selveier),,,,160462290,,,77.0,,28272.0,,750000.0,0,Garasjeplass i lukket anlegg selges! Sentral beliggenhet - Lave felleskostnader - Enkel adkomst!,,778272.0,59.928,10.7152,https://www.finn.no/realestate/homes/ad.html?finnkode=160462290,,,,,,,,Eiet,,,,,,,,
472,"Ullevålsalléen 36, 0852 Oslo",Leilighet,72.0,79.0,1920,Andel,Ja,G - oransje,2,149398632,1825.0,33707.0,3194.0,1350871.0,,72.0,8000000.0,2,Attraktiv leilighet i 4-mannsbolig. Flott utsikt. Peisovn. Egen skjermet og solrik hage.,206000.0,,59.942104,10.73675,https://www.finn.no/realestate/homes/ad.html?finnkode=149398632,,,,,,8033707.0,,,,,,,,,,
473,"Sletteløkka 41, 0597 Oslo",Leilighet,70.0,76.0,1960,Andel,,G - mørkegrønn,2,158263676,,267000.0,5356.0,985684.0,1032.0,70.0,3300000.0,3,Flott 4-roms endeleilighet med solrik balkong | Nytt bad fra 2019 | V.v. og fyring inkl. | Ingen forkjøpsrett!,33184.0,3568032.0,59.9487,10.8535,https://www.finn.no/realestate/homes/ad.html?finnkode=158263676,1,,917 93 884,,400900.0,,,,,,,,,,,
474,"Lybekkveien 39B, 0770 Oslo",Leilighet,65.0,72.0,1952,Eier (Selveier),Ja,C - oransje,1,166249915,,111000.0,4237.0,1135943.0,,65.0,3980000.0,2,"HOLMEN, Lys og gj.gående 3-roms med sydvendt balkong - Peis - Idyllisk sameie - P-plass - Sentralt - Nær marka",11965.0,,59.948246,10.662393,https://www.finn.no/realestate/homes/ad.html?finnkode=166249915,3,,,,,4091000.0,,,,,,,,,,
475,"Hallagerbakken 18 A, 1256 Oslo",Leilighet,84.0,92.0,1982,Andel,Ja,F - lysegrønn,1,153721132,,301000.0,4953.0,,15147.0,84.0,2990000.0,2,Stor og lekker leilighet over to plan. Kjøkken fra 2017. Kostnader til renovering av bad dekkes av borettslaget!,46730.0,3306147.0,59.839275,10.79484,https://www.finn.no/realestate/homes/ad.html?finnkode=153721132,3,,,,,,,,,,,,,,,
476,"Kirkeveien 79A, 0364 Oslo",Leilighet,102.0,112.0,1905,Eier (Selveier),,G - rød,,160013073,42897.0,,2756.0,,226622.0,102.0,8500000.0,3,Eksklusiv og nyoppusset 5-r selveier  | Innredet m/ 2 leil. (utleiemul.)/hel leil. | Sentralt og godt investeringsobjekt,689.0,8726622.0,59.931507,10.722686,https://www.finn.no/realestate/homes/ad.html?finnkode=160013073,5,,,,,,,,,,,,,,,
477,"Sørkedalsveien 11/Nye Major parkeringssameie, 0367 Oslo",Andre,1.0,,,Eier (Selveier),,,,159899027,,,366.0,,15687.0,,550000.0,0,Romslig garasjeplass med god intern beliggenhet - Rett ved innkjøring og heis/trapp - Ta kontakt for visning,,565687.0,59.93128,10.711213,https://www.finn.no/realestate/homes/ad.html?finnkode=159899027,,,,,,,,Eiet,,,,,,,,
478,"Økern Torgvei 9 E, 0580 Oslo",Leilighet,56.0,62.0,2009,Andel,,,1,141846312,10081.0,1000000.0,5305.0,900044.0,8251.0,52.0,3050000.0,2,Lys og pen 3-roms hjørneleilighet med stor terrasseplatting (10 kvm) - Nyere bygg fra 2009 - Innflyttingsklar,15106.0,4058251.0,59.9339,10.808,https://www.finn.no/realestate/homes/ad.html?finnkode=141846312,3,,,,,,,,,,,,,,,
479,"Bøkkerveien 6D, leilighet D204, 0579 Oslo",Leilighet,2.0,,2019,Eier (Selveier),,D - mørkegrønn,2,159902609,,,,,,2.0,5450000.0,2,"Bygg01/Vinslottet - Særpreget 3-r m/ solrik markterrasse på ca. 70 kvm. 3,7 m takhøyde. Salg av kontrakt. Overt. Q1 2020",12000.0,,59.92731,10.7953825,https://www.finn.no/realestate/homes/ad.html?finnkode=159902609,3,,,,,,,,,,,,,,,
480,"Neuberggata 20, 0367 Oslo",Leilighet,118.0,131.0,1902,Eier (Selveier),,,1,149838682,71394.0,300326.0,7534.0,2217506.0,271522.0,118.0,9950000.0,6,"MAJORSTUEN: Investeringsobjekt - Heis - 2 boligseksjoner i samme gård - Samlet leieinntekt for begge over kr. 1 500 000,",529.0,10521848.0,59.9276,10.7165,https://www.finn.no/realestate/homes/ad.html?finnkode=149838682,,,,,,,,,,,,,,11370000.0,,
481,"Kantarellen terrasse 11, 1286 Oslo",Leilighet,93.0,101.0,1988,Andel,Ja,F - mørkegrønn,2,145804654,47224.0,189299.0,5449.0,831848.0,15148.0,76.0,2750000.0,2,Fantastisk fjordutsikt på Mortensrud! Stor 3-roms leilighet med vestvendt terrasse | Garasjeplass,36680.0,2954447.0,59.848404,10.813112,https://www.finn.no/realestate/homes/ad.html?finnkode=145804654,3,,,,,,,,,,,,,,,
